"","Explo","ls","low","med","high","variable","value"
"1","A",1,1,0,0,"Ric_tot",1.50383521286188
"2","A",2,1,0,0,"Ric_tot",1.16257032905996
"3","A",3,1,0,0,"Ric_tot",0.23033662102438
"4","A",4,1,0,0,"Ric_tot",0.386096914362599
"5","A",5,1,0,0,"Ric_tot",1.72139280223206
"6","A",6,1,0,0,"Ric_tot",1.62529501454251
"7","A",7,1,0,0,"Ric_tot",-0.186385194177302
"8","A",8,1,0,0,"Ric_tot",-2.72147541920685
"9","A",9,1,0,0,"Ric_tot",-1.49399338578744
"10","A",10,1,0,0,"Ric_tot",2.71419657044367
"11","A",11,1,0,0,"Ric_tot",-1.95696689405017
"12","A",12,1,0,0,"Ric_tot",2.47287309777976
"13","A",13,1,0,0,"Ric_tot",1.63937342218659
"14","A",14,1,0,0,"Ric_tot",1.14805116343529
"15","A",15,1,0,0,"Ric_tot",-1.36058022215421
"16","A",16,1,0,0,"Ric_tot",-0.18734652212219
"17","A",17,1,0,0,"Ric_tot",-0.574402854175667
"18","A",18,1,0,0,"Ric_tot",1.15500660509556
"19","A",19,1,0,0,"Ric_tot",2.07343277180981
"20","A",20,1,0,0,"Ric_tot",0.759228122083588
"21","A",21,1,0,0,"Ric_tot",1.41020667767121
"22","A",22,1,0,0,"Ric_tot",1.21317855918827
"23","A",23,1,0,0,"Ric_tot",-1.92864306465266
"24","A",24,1,0,0,"Ric_tot",-0.0102517140623078
"25","A",25,1,0,0,"Ric_tot",-8.29847693003417
"26","A",26,1,0,0,"Ric_tot",1.62768959595151
"27","A",27,1,0,0,"Ric_tot",-0.90022993002433
"28","A",28,1,0,0,"Ric_tot",1.47209785764098
"29","A",29,0.857142857142857,0.142857142857143,0,"Ric_tot",-0.763315993353362
"30","A",30,0.857142857142857,0.142857142857143,0,"Ric_tot",-0.328505030318267
"31","A",31,0.857142857142857,0.142857142857143,0,"Ric_tot",-0.601699530409098
"32","A",32,0.857142857142857,0.142857142857143,0,"Ric_tot",-0.698931202801119
"33","A",33,0.857142857142857,0.142857142857143,0,"Ric_tot",0.0968047153519875
"34","A",34,0.857142857142857,0.142857142857143,0,"Ric_tot",2.09543969074883
"35","A",35,0.857142857142857,0.142857142857143,0,"Ric_tot",3.91631908425286
"36","A",36,0.857142857142857,0.142857142857143,0,"Ric_tot",1.30129609447155
"37","A",37,0.857142857142857,0.142857142857143,0,"Ric_tot",1.22294608932928
"38","A",38,0.857142857142857,0.142857142857143,0,"Ric_tot",1.41261004364698
"39","A",39,0.857142857142857,0.142857142857143,0,"Ric_tot",1.22502418770024
"40","A",40,0.857142857142857,0.142857142857143,0,"Ric_tot",4.07461303387396
"41","A",41,0.857142857142857,0.142857142857143,0,"Ric_tot",0.0459729153768727
"42","A",42,0.857142857142857,0.142857142857143,0,"Ric_tot",3.98825505154692
"43","A",43,0.857142857142857,0.142857142857143,0,"Ric_tot",1.99527013564471
"44","A",44,0.857142857142857,0.142857142857143,0,"Ric_tot",-7.31601273311932
"45","A",45,0.857142857142857,0.142857142857143,0,"Ric_tot",5.03679516650166
"46","A",46,0.857142857142857,0.142857142857143,0,"Ric_tot",1.77173313028453
"47","A",47,0.857142857142857,0.142857142857143,0,"Ric_tot",3.31865566631537
"48","A",48,0.857142857142857,0.142857142857143,0,"Ric_tot",3.49672102614559
"49","A",49,0.857142857142857,0.142857142857143,0,"Ric_tot",2.11841963231199
"50","A",50,0.857142857142857,0.142857142857143,0,"Ric_tot",2.56814251608898
"51","A",51,0.857142857142857,0.142857142857143,0,"Ric_tot",3.2810744990292
"52","A",52,0.857142857142857,0.142857142857143,0,"Ric_tot",0.0134613626611724
"53","A",53,0.857142857142857,0.142857142857143,0,"Ric_tot",3.59313711792154
"54","A",54,0.857142857142857,0.142857142857143,0,"Ric_tot",-0.500649585279062
"55","A",55,0.857142857142857,0.142857142857143,0,"Ric_tot",3.61783776190686
"56","A",56,0.857142857142857,0.142857142857143,0,"Ric_tot",4.80232226663788
"57","A",57,0.714285714285714,0.285714285714286,0,"Ric_tot",4.34078198741504
"58","A",58,0.714285714285714,0.285714285714286,0,"Ric_tot",2.93796180201487
"59","A",59,0.714285714285714,0.285714285714286,0,"Ric_tot",3.74329568517432
