"","Explo","ls","low","med","high","variable","value"
"1","A",1,1,0,0,"Ric_tot",7.16553131420355
"2","A",2,1,0,0,"Ric_tot",12.4541743978141
"3","A",3,1,0,0,"Ric_tot",3.51361187763317
"4","A",4,1,0,0,"Ric_tot",6.06481333402646
"5","A",5,1,0,0,"Ric_tot",14.6254021641
"6","A",6,1,0,0,"Ric_tot",11.0175214095949
"7","A",7,1,0,0,"Ric_tot",4.39429938688414
"8","A",8,1,0,0,"Ric_tot",-3.24963291089285
"9","A",9,1,0,0,"Ric_tot",-7.59496581853618
"10","A",10,1,0,0,"Ric_tot",14.1506713827485
"11","A",11,1,0,0,"Ric_tot",-11.7543406673168
"12","A",12,1,0,0,"Ric_tot",5.62290572370403
"13","A",13,1,0,0,"Ric_tot",10.9640526887027
"14","A",14,1,0,0,"Ric_tot",5.4934472384016
"15","A",15,1,0,0,"Ric_tot",-7.02106133761708
"16","A",16,1,0,0,"Ric_tot",3.84855417673614
"17","A",17,1,0,0,"Ric_tot",1.02918653566693
"18","A",18,1,0,0,"Ric_tot",10.0676396279433
"19","A",19,1,0,0,"Ric_tot",6.54679906909427
"20","A",20,1,0,0,"Ric_tot",2.44088404225877
"21","A",21,1,0,0,"Ric_tot",7.67803945357963
"22","A",22,1,0,0,"Ric_tot",4.81782053104037
"23","A",23,1,0,0,"Ric_tot",1.73442938643503
"24","A",24,1,0,0,"Ric_tot",1.15246688147998
"25","A",25,1,0,0,"Ric_tot",0.627734033207493
"26","A",26,1,0,0,"Ric_tot",10.2449431435033
"27","A",27,1,0,0,"Ric_tot",-6.65082529936709
"28","A",28,1,0,0,"Ric_tot",6.80303299765735
"29","A",29,0.857142857142857,0.142857142857143,0,"Ric_tot",-11.9762742351855
"30","A",30,0.857142857142857,0.142857142857143,0,"Ric_tot",-4.8843081417061
"31","A",31,0.857142857142857,0.142857142857143,0,"Ric_tot",2.26109363190612
"32","A",32,0.857142857142857,0.142857142857143,0,"Ric_tot",-4.67379859993189
"33","A",33,0.857142857142857,0.142857142857143,0,"Ric_tot",6.92059315817854
"34","A",34,0.857142857142857,0.142857142857143,0,"Ric_tot",-0.753718476527204
"35","A",35,0.857142857142857,0.142857142857143,0,"Ric_tot",12.5808457017749
"36","A",36,0.857142857142857,0.142857142857143,0,"Ric_tot",4.99447295463805
"37","A",37,0.857142857142857,0.142857142857143,0,"Ric_tot",5.95098683659462
"38","A",38,0.857142857142857,0.142857142857143,0,"Ric_tot",11.3114349235077
"39","A",39,0.857142857142857,0.142857142857143,0,"Ric_tot",-2.15802895685766
"40","A",40,0.857142857142857,0.142857142857143,0,"Ric_tot",5.81201792075464
"41","A",41,0.857142857142857,0.142857142857143,0,"Ric_tot",-2.78467009255364
"42","A",42,0.857142857142857,0.142857142857143,0,"Ric_tot",14.2647521418045
"43","A",43,0.857142857142857,0.142857142857143,0,"Ric_tot",4.89506240609535
"44","A",44,0.857142857142857,0.142857142857143,0,"Ric_tot",-6.26103808585285
"45","A",45,0.857142857142857,0.142857142857143,0,"Ric_tot",16.3094932517203
"46","A",46,0.857142857142857,0.142857142857143,0,"Ric_tot",8.97333976238914
