"","Explo","ls","low","med","high","variable","value"
"1","A",1,1,0,0,"Ric_tot",22.2360856489945
"2","A",2,1,0,0,"Ric_tot",13.9677140558483
"3","A",3,1,0,0,"Ric_tot",11.1674182984599
"4","A",4,1,0,0,"Ric_tot",15.6135674301898
"5","A",5,1,0,0,"Ric_tot",-7.22168977814502
"6","A",6,1,0,0,"Ric_tot",9.24914971981728
"7","A",7,1,0,0,"Ric_tot",-3.19385473011763
"8","A",8,1,0,0,"Ric_tot",10.6712483109421
"9","A",9,1,0,0,"Ric_tot",19.0008131986064
"10","A",10,1,0,0,"Ric_tot",-4.18663210792185
"11","A",11,1,0,0,"Ric_tot",6.12405786459495
"12","A",12,1,0,0,"Ric_tot",1.99302153945545
"13","A",13,1,0,0,"Ric_tot",-3.25278281160141
"14","A",14,1,0,0,"Ric_tot",5.42086876988325
"15","A",15,1,0,0,"Ric_tot",8.40369046314854
"16","A",16,1,0,0,"Ric_tot",-2.96056761423679
"17","A",17,1,0,0,"Ric_tot",5.96985338073388
"18","A",18,1,0,0,"Ric_tot",-0.281343655488625
"19","A",19,1,0,0,"Ric_tot",21.8222587223374
"20","A",20,1,0,0,"Ric_tot",6.04661183170984
"21","A",21,1,0,0,"Ric_tot",3.7986489522234
"22","A",22,1,0,0,"Ric_tot",1.61117105994612
"23","A",23,1,0,0,"Ric_tot",21.2026628694683
"24","A",24,1,0,0,"Ric_tot",11.4116078569187
"25","A",25,1,0,0,"Ric_tot",-2.31692385135607
"26","A",26,1,0,0,"Ric_tot",-0.377796206161462
"27","A",27,1,0,0,"Ric_tot",9.19338144327214
"28","A",28,1,0,0,"Ric_tot",2.99744071303313
"29","A",29,0.857142857142857,0.142857142857143,0,"Ric_tot",5.66309862388915
"30","A",30,0.857142857142857,0.142857142857143,0,"Ric_tot",2.30618133999495
"31","A",31,0.857142857142857,0.142857142857143,0,"Ric_tot",19.5574259633557
"32","A",32,0.857142857142857,0.142857142857143,0,"Ric_tot",4.46720655283335
"33","A",33,0.857142857142857,0.142857142857143,0,"Ric_tot",8.5544591812104
"34","A",34,0.857142857142857,0.142857142857143,0,"Ric_tot",19.9009013903331
"35","A",35,0.857142857142857,0.142857142857143,0,"Ric_tot",7.64347814992734
"36","A",36,0.857142857142857,0.142857142857143,0,"Ric_tot",16.3981635542716
"37","A",37,0.857142857142857,0.142857142857143,0,"Ric_tot",1.06266179433368
"38","A",38,0.857142857142857,0.142857142857143,0,"Ric_tot",3.16706580639354
"39","A",39,0.857142857142857,0.142857142857143,0,"Ric_tot",14.675283405939
"40","A",40,0.857142857142857,0.142857142857143,0,"Ric_tot",-3.74351186320722
"41","A",41,0.857142857142857,0.142857142857143,0,"Ric_tot",1.07054600622395
"42","A",42,0.857142857142857,0.142857142857143,0,"Ric_tot",-0.921872844528976
"43","A",43,0.857142857142857,0.142857142857143,0,"Ric_tot",18.9553206043523
"44","A",44,0.857142857142857,0.142857142857143,0,"Ric_tot",-6.34666292515908
"45","A",45,0.857142857142857,0.142857142857143,0,"Ric_tot",9.85574010028446
"46","A",46,0.857142857142857,0.142857142857143,0,"Ric_tot",-4.18742931408179
"47","A",47,0.857142857142857,0.142857142857143,0,"Ric_tot",-1.67420052450127
"48","A",48,0.857142857142857,0.142857142857143,0,"Ric_tot",-10.7255770881577
"49","A",49,0.857142857142857,0.142857142857143,0,"Ric_tot",-4.38659462758906
