"","Explo","ls","low","med","high","variable","value"
"1","A",1,1,0,0,"Ric_tot",70
"2","A",2,1,0,0,"Ric_tot",68
"3","A",3,1,0,0,"Ric_tot",68
"4","A",4,1,0,0,"Ric_tot",70
"5","A",5,1,0,0,"Ric_tot",68
"6","A",6,1,0,0,"Ric_tot",67
"7","A",7,1,0,0,"Ric_tot",68
"8","A",8,1,0,0,"Ric_tot",68
"9","A",9,1,0,0,"Ric_tot",70
"10","A",10,1,0,0,"Ric_tot",67
"11","A",11,1,0,0,"Ric_tot",70
"12","A",12,1,0,0,"Ric_tot",68
"13","A",13,1,0,0,"Ric_tot",67
"14","A",14,1,0,0,"Ric_tot",60
"15","A",15,1,0,0,"Ric_tot",70
"16","A",16,1,0,0,"Ric_tot",60
"17","A",17,1,0,0,"Ric_tot",67
"18","A",18,1,0,0,"Ric_tot",67
"19","A",19,1,0,0,"Ric_tot",67
"20","A",20,1,0,0,"Ric_tot",70
"21","A",21,1,0,0,"Ric_tot",68
"22","A",22,1,0,0,"Ric_tot",70
"23","A",23,1,0,0,"Ric_tot",70
"24","A",24,1,0,0,"Ric_tot",70
"25","A",25,1,0,0,"Ric_tot",68
"26","A",26,1,0,0,"Ric_tot",68
"27","A",27,1,0,0,"Ric_tot",70
"28","A",28,1,0,0,"Ric_tot",68
"29","A",29,0.857142857142857,0.142857142857143,0,"Ric_tot",68
"30","A",30,0.857142857142857,0.142857142857143,0,"Ric_tot",68
"31","A",31,0.857142857142857,0.142857142857143,0,"Ric_tot",70
"32","A",32,0.857142857142857,0.142857142857143,0,"Ric_tot",68
"33","A",33,0.857142857142857,0.142857142857143,0,"Ric_tot",57
"34","A",34,0.857142857142857,0.142857142857143,0,"Ric_tot",70
"35","A",35,0.857142857142857,0.142857142857143,0,"Ric_tot",70
"36","A",36,0.857142857142857,0.142857142857143,0,"Ric_tot",70
"37","A",37,0.857142857142857,0.142857142857143,0,"Ric_tot",68
"38","A",38,0.857142857142857,0.142857142857143,0,"Ric_tot",68
"39","A",39,0.857142857142857,0.142857142857143,0,"Ric_tot",70
"40","A",40,0.857142857142857,0.142857142857143,0,"Ric_tot",59
"41","A",41,0.857142857142857,0.142857142857143,0,"Ric_tot",68
"42","A",42,0.857142857142857,0.142857142857143,0,"Ric_tot",57
"43","A",43,0.857142857142857,0.142857142857143,0,"Ric_tot",70
"44","A",44,0.857142857142857,0.142857142857143,0,"Ric_tot",68
"45","A",45,0.857142857142857,0.142857142857143,0,"Ric_tot",70
"46","A",46,0.857142857142857,0.142857142857143,0,"Ric_tot",68
"47","A",47,0.857142857142857,0.142857142857143,0,"Ric_tot",60
"48","A",48,0.857142857142857,0.142857142857143,0,"Ric_tot",68
"49","A",49,0.857142857142857,0.142857142857143,0,"Ric_tot",68
"50","A",50,0.857142857142857,0.142857142857143,0,"Ric_tot",59
"51","A",51,0.857142857142857,0.142857142857143,0,"Ric_tot",70
"52","A",52,0.857142857142857,0.142857142857143,0,"Ric_tot",60
"53","A",53,0.857142857142857,0.142857142857143,0,"Ric_tot",60
"54","A",54,0.857142857142857,0.142857142857143,0,"Ric_tot",70
"55","A",55,0.857142857142857,0.142857142857143,0,"Ric_tot",58
"56","A",56,0.857142857142857,0.142857142857143,0,"Ric_tot",60
"57","A",57,0.714285714285714,0.285714285714286,0,"Ric_tot",60
"58","A",58,0.714285714285714,0.285714285714286,0,"Ric_tot",70
"59","A",59,0.714285714285714,0.285714285714286,0,"Ric_tot",70
"60","A",60,0.714285714285714,0.285714285714286,0,"Ric_tot",59
"61","A",61,0.714285714285714,0.285714285714286,0,"Ric_tot",68
"62","A",62,0.714285714285714,0.285714285714286,0,"Ric_tot",60
"63","A",63,0.714285714285714,0.285714285714286,0,"Ric_tot",70
"64","A",64,0.714285714285714,0.285714285714286,0,"Ric_tot",70
"65","A",65,0.714285714285714,0.285714285714286,0,"Ric_tot",70
"66","A",66,0.714285714285714,0.285714285714286,0,"Ric_tot",67
"67","A",67,0.714285714285714,0.285714285714286,0,"Ric_tot",60
"68","A",68,0.714285714285714,0.285714285714286,0,"Ric_tot",68
"69","A",69,0.714285714285714,0.285714285714286,0,"Ric_tot",68
"70","A",70,0.714285714285714,0.285714285714286,0,"Ric_tot",56
"71","A",71,0.714285714285714,0.285714285714286,0,"Ric_tot",68
"72","A",72,0.714285714285714,0.285714285714286,0,"Ric_tot",67
"73","A",73,0.714285714285714,0.285714285714286,0,"Ric_tot",57
"74","A",74,0.714285714285714,0.285714285714286,0,"Ric_tot",70
"75","A",75,0.714285714285714,0.285714285714286,0,"Ric_tot",67
"76","A",76,0.714285714285714,0.285714285714286,0,"Ric_tot",67
"77","A",77,0.714285714285714,0.285714285714286,0,"Ric_tot",70
"78","A",78,0.714285714285714,0.285714285714286,0,"Ric_tot",59
"79","A",79,0.714285714285714,0.285714285714286,0,"Ric_tot",60
"80","A",80,0.714285714285714,0.285714285714286,0,"Ric_tot",68
"81","A",81,0.714285714285714,0.285714285714286,0,"Ric_tot",59
"82","A",82,0.714285714285714,0.285714285714286,0,"Ric_tot",67
"83","A",83,0.714285714285714,0.285714285714286,0,"Ric_tot",70
"84","A",84,0.714285714285714,0.285714285714286,0,"Ric_tot",70
"85","A",85,0.571428571428571,0.428571428571429,0,"Ric_tot",67
"86","A",86,0.571428571428571,0.428571428571429,0,"Ric_tot",68
"87","A",87,0.571428571428571,0.428571428571429,0,"Ric_tot",68
"88","A",88,0.571428571428571,0.428571428571429,0,"Ric_tot",60
"89","A",89,0.571428571428571,0.428571428571429,0,"Ric_tot",70
"90","A",90,0.571428571428571,0.428571428571429,0,"Ric_tot",70
"91","A",91,0.571428571428571,0.428571428571429,0,"Ric_tot",68
"92","A",92,0.571428571428571,0.428571428571429,0,"Ric_tot",60
"93","A",93,0.571428571428571,0.428571428571429,0,"Ric_tot",70
"94","A",94,0.571428571428571,0.428571428571429,0,"Ric_tot",60
"95","A",95,0.571428571428571,0.428571428571429,0,"Ric_tot",70
"96","A",96,0.571428571428571,0.428571428571429,0,"Ric_tot",70
"97","A",97,0.571428571428571,0.428571428571429,0,"Ric_tot",70
"98","A",98,0.571428571428571,0.428571428571429,0,"Ric_tot",67
"99","A",99,0.571428571428571,0.428571428571429,0,"Ric_tot",59
"100","A",100,0.571428571428571,0.428571428571429,0,"Ric_tot",70
"101","A",101,0.571428571428571,0.428571428571429,0,"Ric_tot",68
"102","A",102,0.571428571428571,0.428571428571429,0,"Ric_tot",68
"103","A",103,0.571428571428571,0.428571428571429,0,"Ric_tot",70
"104","A",104,0.571428571428571,0.428571428571429,0,"Ric_tot",70
"105","A",105,0.571428571428571,0.428571428571429,0,"Ric_tot",68
"106","A",106,0.571428571428571,0.428571428571429,0,"Ric_tot",59
"107","A",107,0.571428571428571,0.428571428571429,0,"Ric_tot",59
"108","A",108,0.571428571428571,0.428571428571429,0,"Ric_tot",70
"109","A",109,0.571428571428571,0.428571428571429,0,"Ric_tot",67
"110","A",110,0.571428571428571,0.428571428571429,0,"Ric_tot",56
"111","A",111,0.571428571428571,0.428571428571429,0,"Ric_tot",59
"112","A",112,0.571428571428571,0.428571428571429,0,"Ric_tot",68
"113","A",113,0.428571428571429,0.571428571428571,0,"Ric_tot",70
"114","A",114,0.428571428571429,0.571428571428571,0,"Ric_tot",54
"115","A",115,0.428571428571429,0.571428571428571,0,"Ric_tot",60
"116","A",116,0.428571428571429,0.571428571428571,0,"Ric_tot",59
"117","A",117,0.428571428571429,0.571428571428571,0,"Ric_tot",59
"118","A",118,0.428571428571429,0.571428571428571,0,"Ric_tot",60
"119","A",119,0.428571428571429,0.571428571428571,0,"Ric_tot",56
"120","A",120,0.428571428571429,0.571428571428571,0,"Ric_tot",58
