"","Explo","ls","low","med","high","variable","value"
"1","A",1,1,0,0,"Ric_tot",6.65471499639022
"2","A",2,1,0,0,"Ric_tot",-0.196323777650007
"3","A",3,1,0,0,"Ric_tot",-1.72928124525122
"4","A",4,1,0,0,"Ric_tot",-4.86802668034991
"5","A",5,1,0,0,"Ric_tot",1.18197781171585
"6","A",6,1,0,0,"Ric_tot",2.26330988295848
"7","A",7,1,0,0,"Ric_tot",-0.350116883770593
"8","A",8,1,0,0,"Ric_tot",-4.84437634016373
"9","A",9,1,0,0,"Ric_tot",0.915483600566656
"10","A",10,1,0,0,"Ric_tot",3.16049917625525
"11","A",11,1,0,0,"Ric_tot",-1.70775633635131
"12","A",12,1,0,0,"Ric_tot",3.17063744816864
"13","A",13,1,0,0,"Ric_tot",1.20991965873734
"14","A",14,1,0,0,"Ric_tot",0.492892910328089
"15","A",15,1,0,0,"Ric_tot",1.72196548380095
"16","A",16,0.9,0.1,0,"Ric_tot",7.24659695815517
"17","A",17,0.9,0.1,0,"Ric_tot",-0.476386194735041
"18","A",18,0.9,0.1,0,"Ric_tot",-1.47081109068566
"19","A",19,0.9,0.1,0,"Ric_tot",3.74588577520667
"20","A",20,0.9,0.1,0,"Ric_tot",-0.394871792729005
"21","A",21,0.9,0.1,0,"Ric_tot",1.26225373719149
"22","A",22,0.9,0.1,0,"Ric_tot",-0.954076485880242
"23","A",23,0.9,0.1,0,"Ric_tot",6.08531016028874
"24","A",24,0.9,0.1,0,"Ric_tot",3.98585326929531
"25","A",25,0.9,0.1,0,"Ric_tot",0.636593208050638
"26","A",26,0.9,0.1,0,"Ric_tot",-0.0348185850305439
"27","A",27,0.9,0.1,0,"Ric_tot",1.49196649029073
"28","A",28,0.9,0.1,0,"Ric_tot",3.92865441904862
"29","A",29,0.9,0.1,0,"Ric_tot",-1.39473196864512
"30","A",30,0.9,0.1,0,"Ric_tot",-1.39863220814182
"31","A",31,0.8,0.2,0,"Ric_tot",0.73025690551518
"32","A",32,0.8,0.2,0,"Ric_tot",5.51008686172764
"33","A",33,0.8,0.2,0,"Ric_tot",2.75792551589785
"34","A",34,0.8,0.2,0,"Ric_tot",-0.701308537427976
"35","A",35,0.8,0.2,0,"Ric_tot",-5.81385716387672
"36","A",36,0.8,0.2,0,"Ric_tot",-8.85985957961348
"37","A",37,0.8,0.2,0,"Ric_tot",-2.30587348985385
"38","A",38,0.8,0.2,0,"Ric_tot",-0.45924234505746
"39","A",39,0.8,0.2,0,"Ric_tot",2.90637626361842
"40","A",40,0.8,0.2,0,"Ric_tot",4.3314848029916
"41","A",41,0.8,0.2,0,"Ric_tot",1.65589282743656
"42","A",42,0.8,0.2,0,"Ric_tot",6.25686808258547
"43","A",43,0.8,0.2,0,"Ric_tot",5.25070966312528
"44","A",44,0.8,0.2,0,"Ric_tot",4.09998450502223
"45","A",45,0.8,0.2,0,"Ric_tot",4.12018500726836
"46","A",46,0.7,0.3,0,"Ric_tot",6.02125146041632
"47","A",47,0.7,0.3,0,"Ric_tot",2.94795028951182
"48","A",48,0.7,0.3,0,"Ric_tot",7.30374137108753
"49","A",49,0.7,0.3,0,"Ric_tot",4.76453127336369
"50","A",50,0.7,0.3,0,"Ric_tot",3.9433186726709
"51","A",51,0.7,0.3,0,"Ric_tot",10.7813743105251
"52","A",52,0.7,0.3,0,"Ric_tot",-5.34157207683191
"53","A",53,0.7,0.3,0,"Ric_tot",5.56723281604244
"54","A",54,0.7,0.3,0,"Ric_tot",0.768544771081615
"55","A",55,0.7,0.3,0,"Ric_tot",5.19394387636342
"56","A",56,0.7,0.3,0,"Ric_tot",1.43680850444465
"57","A",57,0.7,0.3,0,"Ric_tot",6.3708895044946
"58","A",58,0.7,0.3,0,"Ric_tot",4.52849612467617
"59","A",59,0.7,0.3,0,"Ric_tot",-1.36557602413842
"60","A",60,0.7,0.3,0,"Ric_tot",-0.233309891493291
"61","A",61,0.6,0.4,0,"Ric_tot",2.36452927365264
"62","A",62,0.6,0.4,0,"Ric_tot",3.81546936716912
"63","A",63,0.6,0.4,0,"Ric_tot",-3.18155958162348
"64","A",64,0.6,0.4,0,"Ric_tot",9.08919995519339
"65","A",65,0.6,0.4,0,"Ric_tot",8.07567506467478
"66","A",66,0.6,0.4,0,"Ric_tot",3.19513587228306
"67","A",67,0.6,0.4,0,"Ric_tot",-6.01482708362853
"68","A",68,0.6,0.4,0,"Ric_tot",6.11398358125863
"69","A",69,0.6,0.4,0,"Ric_tot",4.98630456855729
"70","A",70,0.6,0.4,0,"Ric_tot",7.52260718242611
"71","A",71,0.6,0.4,0,"Ric_tot",5.84676207727317
"72","A",72,0.6,0.4,0,"Ric_tot",-3.2085530015629
"73","A",73,0.6,0.4,0,"Ric_tot",6.32414518632885
"74","A",74,0.6,0.4,0,"Ric_tot",4.19261419846292
"75","A",75,0.6,0.4,0,"Ric_tot",5.36295956247173
"76","A",76,0.5,0.5,0,"Ric_tot",4.45759990722602
"77","A",77,0.5,0.5,0,"Ric_tot",0.0716608061283737
"78","A",78,0.5,0.5,0,"Ric_tot",-1.43711675444215
"79","A",79,0.5,0.5,0,"Ric_tot",4.27359163020046
"80","A",80,0.5,0.5,0,"Ric_tot",0.623871256560993
"81","A",81,0.5,0.5,0,"Ric_tot",6.96400889205669
"82","A",82,0.5,0.5,0,"Ric_tot",-9.05331554932578
"83","A",83,0.5,0.5,0,"Ric_tot",-4.2664836166872
"84","A",84,0.5,0.5,0,"Ric_tot",5.98677638759915
"85","A",85,0.5,0.5,0,"Ric_tot",-4.99482575188663
"86","A",86,0.5,0.5,0,"Ric_tot",2.26285563518684
"87","A",87,0.5,0.5,0,"Ric_tot",5.83079313089449
"88","A",88,0.5,0.5,0,"Ric_tot",13.6523856940872
"89","A",89,0.5,0.5,0,"Ric_tot",3.04149282551434
"90","A",90,0.5,0.5,0,"Ric_tot",-2.15711371095601
"91","A",91,0.4,0.6,0,"Ric_tot",3.40894871838683
"92","A",92,0.4,0.6,0,"Ric_tot",4.99955542945303
"93","A",93,0.4,0.6,0,"Ric_tot",14.1309126716594
"94","A",94,0.4,0.6,0,"Ric_tot",10.4078098488154
"95","A",95,0.4,0.6,0,"Ric_tot",-2.23882148080286
"96","A",96,0.4,0.6,0,"Ric_tot",10.4703431959262
"97","A",97,0.4,0.6,0,"Ric_tot",0.448946984264996
"98","A",98,0.4,0.6,0,"Ric_tot",12.3093284624904
"99","A",99,0.4,0.6,0,"Ric_tot",1.10263958303402
"100","A",100,0.4,0.6,0,"Ric_tot",3.89641004593974
"101","A",101,0.4,0.6,0,"Ric_tot",9.15798003382879
"102","A",102,0.4,0.6,0,"Ric_tot",14.1363281936885
"103","A",103,0.4,0.6,0,"Ric_tot",-4.71630271938632
"104","A",104,0.4,0.6,0,"Ric_tot",6.27856140876256
"105","A",105,0.4,0.6,0,"Ric_tot",3.24494901500246
"106","A",106,0.3,0.7,0,"Ric_tot",6.52898999624678
"107","A",107,0.3,0.7,0,"Ric_tot",-2.06403643007029
"108","A",108,0.3,0.7,0,"Ric_tot",10.3094395555303
"109","A",109,0.3,0.7,0,"Ric_tot",4.27248608603596
"110","A",110,0.3,0.7,0,"Ric_tot",16.2139274830986
"111","A",111,0.3,0.7,0,"Ric_tot",-5.29146518270558
"112","A",112,0.3,0.7,0,"Ric_tot",6.13510297523712
"113","A",113,0.3,0.7,0,"Ric_tot",4.55308620123326
"114","A",114,0.3,0.7,0,"Ric_tot",13.273925556888
"115","A",115,0.3,0.7,0,"Ric_tot",15.0265130255424
"116","A",116,0.3,0.7,0,"Ric_tot",-4.18602820253078
